"sales_key","order_id","customer_key","product_key","order_date_key","quantity","unit_price","discount_rate","gross_sales","discount_amount","net_revenue"
48166,"ORD0048166",6303,920,20250222,1,283.11,0.00,283.11,0.00,283.11
48167,"ORD0048167",9566,56,20231215,3,1172.37,0.05,3517.11,175.86,3341.25
48168,"ORD0048168",5972,723,20250728,2,1445.86,0.00,2891.72,0.00,2891.72
48169,"ORD0048169",7876,820,20230818,1,66.28,0.10,66.28,6.63,59.65
48170,"ORD0048170",2200,312,20250325,3,485.73,0.00,1457.19,0.00,1457.19
48171,"ORD0048171",4460,75,20240909,2,17.62,0.00,35.24,0.00,35.24
48172,"ORD0048172",1624,49,20250107,1,45.61,0.05,45.61,2.28,43.33
48173,"ORD0048173",1395,894,20240528,2,303.44,0.00,606.88,0.00,606.88
48174,"ORD0048174",7971,449,20250704,2,98.44,0.00,196.88,0.00,196.88
48175,"ORD0048175",3521,70,20250619,5,464.97,0.00,2324.85,0.00,2324.85
48176,"ORD0048176",9483,338,20250815,4,179.33,0.00,717.32,0.00,717.32
48177,"ORD0048177",3479,682,20241117,8,1454.90,0.00,11639.20,0.00,11639.20
48178,"ORD0048178",2623,341,20241229,4,1283.09,0.00,5132.36,0.00,5132.36
48179,"ORD0048179",2368,257,20241003,3,82.63,0.05,247.89,12.39,235.50
48180,"ORD0048180",5477,76,20251106,1,25.01,0.10,25.01,2.50,22.51
48181,"ORD0048181",9592,789,20250913,1,1.95,0.00,1.95,0.00,1.95
48182,"ORD0048182",8214,148,20250708,1,91.03,0.00,91.03,0.00,91.03
48183,"ORD0048183",4423,753,20250628,5,33.41,0.10,167.05,16.71,150.34
48184,"ORD0048184",569,291,20250315,2,55.18,0.00,110.36,0.00,110.36
48185,"ORD0048185",4895,859,20240612,1,1169.12,0.00,1169.12,0.00,1169.12
48186,"ORD0048186",8640,102,20240129,1,71.01,0.00,71.01,0.00,71.01
48187,"ORD0048187",7416,169,20250519,2,106.58,0.00,213.16,0.00,213.16
48188,"ORD0048188",1688,957,20240327,2,129.94,0.00,259.88,0.00,259.88
48189,"ORD0048189",7957,72,20250422,3,671.58,0.00,2014.74,0.00,2014.74
48190,"ORD0048190",3319,29,20241110,1,742.40,0.00,742.40,0.00,742.40
48191,"ORD0048191",2998,225,20240803,10,165.20,0.00,1652.00,0.00,1652.00
48192,"ORD0048192",6224,33,20250420,4,56.23,0.00,224.92,0.00,224.92
48193,"ORD0048193",8371,460,20250727,4,183.94,0.10,735.76,73.58,662.18
48194,"ORD0048194",5824,634,20250115,8,23.76,0.10,190.08,19.01,171.07
48195,"ORD0048195",480,702,20240620,1,50.16,0.10,50.16,5.02,45.14
48196,"ORD0048196",2164,571,20251003,3,260.73,0.10,782.19,78.22,703.97
48197,"ORD0048197",3838,269,20240306,2,62.11,0.00,124.22,0.00,124.22
48198,"ORD0048198",6600,698,20230804,3,544.42,0.05,1633.26,81.66,1551.60
48199,"ORD0048199",8140,648,20250409,3,13.29,0.00,39.87,0.00,39.87
48200,"ORD0048200",4272,680,20240909,2,32.60,0.00,65.20,0.00,65.20
48201,"ORD0048201",7774,29,20250122,4,742.40,0.00,2969.60,0.00,2969.60
48202,"ORD0048202",8250,764,20240505,1,28.36,0.00,28.36,0.00,28.36
48203,"ORD0048203",3056,764,20231124,1,28.36,0.05,28.36,1.42,26.94
48204,"ORD0048204",327,259,20250902,5,83.39,0.00,416.95,0.00,416.95
48205,"ORD0048205",3434,572,20231214,3,1169.69,0.05,3509.07,175.45,3333.62
48206,"ORD0048206",9160,382,20250629,4,3.34,0.00,13.36,0.00,13.36
48207,"ORD0048207",9555,939,20241118,2,1275.18,0.00,2550.36,0.00,2550.36
48208,"ORD0048208",257,621,20240708,2,405.30,0.00,810.60,0.00,810.60
48209,"ORD0048209",9928,18,20241024,2,107.47,0.05,214.94,10.75,204.19
48210,"ORD0048210",4209,461,20240820,4,319.16,0.00,1276.64,0.00,1276.64
48211,"ORD0048211",9922,647,20250612,2,45.93,0.00,91.86,0.00,91.86
48212,"ORD0048212",9581,551,20240416,8,12.05,0.00,96.40,0.00,96.40
48213,"ORD0048213",6816,241,20250820,1,76.22,0.05,76.22,3.81,72.41
48214,"ORD0048214",2375,22,20230913,6,825.19,0.00,4951.14,0.00,4951.14
48215,"ORD0048215",6931,391,20250321,1,164.06,0.10,164.06,16.41,147.65
48216,"ORD0048216",3952,118,20250329,3,114.96,0.10,344.88,34.49,310.39
48217,"ORD0048217",2116,964,20240824,2,111.84,0.10,223.68,22.37,201.31
48218,"ORD0048218",4085,102,20240812,6,71.01,0.10,426.06,42.61,383.45
48219,"ORD0048219",9514,484,20231126,3,20.78,0.00,62.34,0.00,62.34
48220,"ORD0048220",973,312,20231002,3,485.73,0.00,1457.19,0.00,1457.19
48221,"ORD0048221",5279,886,20250515,2,2.68,0.00,5.36,0.00,5.36
48222,"ORD0048222",583,55,20240130,3,148.79,0.00,446.37,0.00,446.37
48223,"ORD0048223",9441,143,20240914,1,432.93,0.05,432.93,21.65,411.28
48224,"ORD0048224",7168,553,20230919,1,128.12,0.00,128.12,0.00,128.12
48225,"ORD0048225",1086,267,20250503,3,48.58,0.05,145.74,7.29,138.45
48226,"ORD0048226",5596,593,20240104,2,129.59,0.00,259.18,0.00,259.18
48227,"ORD0048227",9190,947,20251104,3,67.95,0.10,203.85,20.39,183.46
48228,"ORD0048228",1695,451,20230920,8,555.27,0.15,4442.16,666.32,3775.84
48229,"ORD0048229",1021,167,20240603,1,53.33,0.05,53.33,2.67,50.66
48230,"ORD0048230",1797,557,20241221,6,7.70,0.05,46.20,2.31,43.89
48231,"ORD0048231",3093,602,20250510,8,108.79,0.00,870.32,0.00,870.32
48232,"ORD0048232",5803,739,20231109,4,44.18,0.05,176.72,8.84,167.88
48233,"ORD0048233",1405,995,20230911,5,17.31,0.05,86.55,4.33,82.22
48234,"ORD0048234",4530,375,20231201,3,673.97,0.05,2021.91,101.10,1920.81
48235,"ORD0048235",2859,719,20230919,3,9.00,0.00,27.00,0.00,27.00
48236,"ORD0048236",6880,544,20230205,5,77.54,0.10,387.70,38.77,348.93
48237,"ORD0048237",6045,454,20250604,1,7.41,0.00,7.41,0.00,7.41
48238,"ORD0048238",1093,898,20231106,5,297.47,0.00,1487.35,0.00,1487.35
48239,"ORD0048239",973,784,20240107,1,147.79,0.00,147.79,0.00,147.79
48240,"ORD0048240",6306,432,20240807,1,277.05,0.00,277.05,0.00,277.05
48241,"ORD0048241",1413,327,20250411,1,50.05,0.00,50.05,0.00,50.05
48242,"ORD0048242",5661,743,20231212,4,80.73,0.15,322.92,48.44,274.48
48243,"ORD0048243",7455,924,20240718,2,225.48,0.15,450.96,67.64,383.32
48244,"ORD0048244",9145,290,20240628,1,18.12,0.15,18.12,2.72,15.40
48245,"ORD0048245",6570,636,20240218,5,155.03,0.15,775.15,116.27,658.88
48246,"ORD0048246",8001,445,20230704,2,91.59,0.00,183.18,0.00,183.18
48247,"ORD0048247",7036,206,20251218,5,52.11,0.10,260.55,26.06,234.49
48248,"ORD0048248",3027,826,20250805,3,8.75,0.00,26.25,0.00,26.25
48249,"ORD0048249",6398,618,20240115,6,62.17,0.15,373.02,55.95,317.07
48250,"ORD0048250",9592,963,20251220,1,913.95,0.05,913.95,45.70,868.25
48251,"ORD0048251",5151,642,20240430,2,79.78,0.05,159.56,7.98,151.58
48252,"ORD0048252",3814,648,20240916,2,13.29,0.00,26.58,0.00,26.58
48253,"ORD0048253",2686,247,20241220,2,151.00,0.00,302.00,0.00,302.00
48254,"ORD0048254",6808,875,20250405,2,131.91,0.05,263.82,13.19,250.63
48255,"ORD0048255",8489,285,20250620,6,2.92,0.00,17.52,0.00,17.52
48256,"ORD0048256",1811,178,20250514,2,67.82,0.00,135.64,0.00,135.64
48257,"ORD0048257",9752,202,20231220,2,114.39,0.00,228.78,0.00,228.78
48258,"ORD0048258",9807,433,20240701,4,160.42,0.05,641.68,32.08,609.60
48259,"ORD0048259",4245,248,20230818,6,79.55,0.10,477.30,47.73,429.57
48260,"ORD0048260",4516,588,20231016,1,208.28,0.10,208.28,20.83,187.45
48261,"ORD0048261",3438,743,20250123,1,80.73,0.10,80.73,8.07,72.66
48262,"ORD0048262",1804,479,20250907,1,593.16,0.00,593.16,0.00,593.16
48263,"ORD0048263",7067,647,20250306,2,45.93,0.00,91.86,0.00,91.86
48264,"ORD0048264",6985,8,20240605,3,1551.86,0.05,4655.58,232.78,4422.80
48265,"ORD0048265",2627,496,20250215,1,102.76,0.00,102.76,0.00,102.76
48266,"ORD0048266",246,420,20240615,1,243.89,0.10,243.89,24.39,219.50
48267,"ORD0048267",8239,341,20241010,8,1283.09,0.00,10264.72,0.00,10264.72
48268,"ORD0048268",5523,8,20241011,2,1551.86,0.05,3103.72,155.19,2948.53
48269,"ORD0048269",1940,252,20241114,1,35.82,0.00,35.82,0.00,35.82
48270,"ORD0048270",6375,409,20231228,3,27.41,0.00,82.23,0.00,82.23
48271,"ORD0048271",8383,801,20250119,2,94.06,0.00,188.12,0.00,188.12
48272,"ORD0048272",4456,282,20250531,2,810.25,0.00,1620.50,0.00,1620.50
48273,"ORD0048273",4216,662,20250822,1,149.81,0.10,149.81,14.98,134.83
48274,"ORD0048274",2773,651,20241216,2,1226.90,0.05,2453.80,122.69,2331.11
48275,"ORD0048275",3041,143,20250413,5,432.93,0.05,2164.65,108.23,2056.42
48276,"ORD0048276",384,347,20240322,3,1259.89,0.15,3779.67,566.95,3212.72
48277,"ORD0048277",3174,254,20250520,3,742.32,0.15,2226.96,334.04,1892.92
48278,"ORD0048278",9483,343,20250128,1,393.44,0.00,393.44,0.00,393.44
48279,"ORD0048279",5146,316,20250128,3,383.31,0.00,1149.93,0.00,1149.93
48280,"ORD0048280",8673,694,20240721,2,18.37,0.00,36.74,0.00,36.74
48281,"ORD0048281",5317,501,20240327,1,79.23,0.00,79.23,0.00,79.23
48282,"ORD0048282",7082,774,20230818,4,969.54,0.05,3878.16,193.91,3684.25
48283,"ORD0048283",6808,729,20240711,3,119.75,0.00,359.25,0.00,359.25
48284,"ORD0048284",8178,206,20240418,3,52.11,0.05,156.33,7.82,148.51
48285,"ORD0048285",52,641,20251015,3,139.88,0.00,419.64,0.00,419.64
48286,"ORD0048286",6043,604,20241205,1,504.96,0.05,504.96,25.25,479.71
48287,"ORD0048287",4592,80,20250310,3,42.76,0.05,128.28,6.41,121.87
48288,"ORD0048288",62,221,20250527,3,34.33,0.00,102.99,0.00,102.99
48289,"ORD0048289",6032,914,20250201,5,19.25,0.00,96.25,0.00,96.25
48290,"ORD0048290",1726,9,20250429,2,86.77,0.00,173.54,0.00,173.54
48291,"ORD0048291",8713,880,20230912,10,81.50,0.00,815.00,0.00,815.00
48292,"ORD0048292",1754,812,20241114,3,774.89,0.00,2324.67,0.00,2324.67
48293,"ORD0048293",3521,858,20250222,5,25.04,0.05,125.20,6.26,118.94
48294,"ORD0048294",5572,178,20250417,1,67.82,0.05,67.82,3.39,64.43
48295,"ORD0048295",5731,521,20240218,5,58.62,0.00,293.10,0.00,293.10
48296,"ORD0048296",5391,644,20240124,1,346.89,0.00,346.89,0.00,346.89
48297,"ORD0048297",3567,647,20250210,3,45.93,0.00,137.79,0.00,137.79
48298,"ORD0048298",1135,845,20251116,1,15.52,0.00,15.52,0.00,15.52
48299,"ORD0048299",2606,968,20250319,1,56.40,0.00,56.40,0.00,56.40
48300,"ORD0048300",867,194,20250309,6,153.18,0.00,919.08,0.00,919.08
48301,"ORD0048301",6168,240,20241230,1,372.84,0.05,372.84,18.64,354.20
48302,"ORD0048302",1173,409,20240304,3,27.41,0.00,82.23,0.00,82.23
48303,"ORD0048303",2861,993,20250608,1,5.83,0.00,5.83,0.00,5.83
48304,"ORD0048304",3134,691,20240331,4,32.47,0.15,129.88,19.48,110.40
48305,"ORD0048305",6732,568,20240804,10,963.15,0.10,9631.50,963.15,8668.35
48306,"ORD0048306",8352,918,20250809,2,227.72,0.00,455.44,0.00,455.44
48307,"ORD0048307",7516,141,20250109,1,43.49,0.15,43.49,6.52,36.97
48308,"ORD0048308",8219,391,20241002,6,164.06,0.00,984.36,0.00,984.36
48309,"ORD0048309",916,250,20250225,1,492.47,0.10,492.47,49.25,443.22
48310,"ORD0048310",7988,514,20240616,1,113.83,0.10,113.83,11.38,102.45
48311,"ORD0048311",9605,873,20250210,1,59.82,0.10,59.82,5.98,53.84
48312,"ORD0048312",9989,232,20231008,1,211.37,0.00,211.37,0.00,211.37
48313,"ORD0048313",9537,513,20230813,2,1355.81,0.00,2711.62,0.00,2711.62
48314,"ORD0048314",4232,130,20240919,2,1095.25,0.00,2190.50,0.00,2190.50
48315,"ORD0048315",7958,473,20240328,2,273.51,0.00,547.02,0.00,547.02
48316,"ORD0048316",3971,447,20240729,1,18.66,0.00,18.66,0.00,18.66
48317,"ORD0048317",5792,493,20250715,1,337.95,0.00,337.95,0.00,337.95
48318,"ORD0048318",2306,87,20231107,1,81.03,0.00,81.03,0.00,81.03
48319,"ORD0048319",2931,142,20250611,1,37.88,0.10,37.88,3.79,34.09
48320,"ORD0048320",3397,227,20230722,2,142.94,0.00,285.88,0.00,285.88
48321,"ORD0048321",5153,155,20240722,2,587.59,0.00,1175.18,0.00,1175.18
48322,"ORD0048322",6227,240,20240711,1,372.84,0.00,372.84,0.00,372.84
48323,"ORD0048323",8896,638,20240328,3,133.64,0.10,400.92,40.09,360.83
48324,"ORD0048324",3801,366,20250502,1,808.17,0.05,808.17,40.41,767.76
48325,"ORD0048325",5986,17,20250713,3,89.67,0.10,269.01,26.90,242.11
48326,"ORD0048326",1193,559,20250905,5,18.07,0.20,90.35,18.07,72.28
48327,"ORD0048327",9045,366,20240206,1,808.17,0.10,808.17,80.82,727.35
48328,"ORD0048328",1911,892,20250504,3,45.40,0.00,136.20,0.00,136.20
48329,"ORD0048329",6952,526,20231202,2,154.64,0.00,309.28,0.00,309.28
48330,"ORD0048330",5289,904,20240820,1,31.10,0.10,31.10,3.11,27.99
48331,"ORD0048331",8015,241,20240922,4,76.22,0.20,304.88,60.98,243.90
48332,"ORD0048332",1509,274,20240923,1,10.51,0.00,10.51,0.00,10.51
48333,"ORD0048333",1210,520,20240622,1,113.81,0.15,113.81,17.07,96.74
48334,"ORD0048334",7542,966,20250518,2,305.74,0.00,611.48,0.00,611.48
48335,"ORD0048335",2250,572,20251112,2,1169.69,0.00,2339.38,0.00,2339.38
48336,"ORD0048336",8854,568,20250620,1,963.15,0.10,963.15,96.32,866.83
48337,"ORD0048337",758,763,20240208,1,1136.44,0.05,1136.44,56.82,1079.62
48338,"ORD0048338",8307,249,20240616,2,1455.18,0.10,2910.36,291.04,2619.32
48339,"ORD0048339",3574,390,20250824,8,169.40,0.05,1355.20,67.76,1287.44
48340,"ORD0048340",1340,872,20250218,1,37.38,0.00,37.38,0.00,37.38
48341,"ORD0048341",2408,821,20250404,2,119.68,0.15,239.36,35.90,203.46
48342,"ORD0048342",6107,440,20230903,1,22.69,0.00,22.69,0.00,22.69
48343,"ORD0048343",8727,989,20240916,1,1311.33,0.00,1311.33,0.00,1311.33
48344,"ORD0048344",9128,382,20250524,6,3.34,0.15,20.04,3.01,17.03
48345,"ORD0048345",3004,64,20231205,3,165.49,0.10,496.47,49.65,446.82
48346,"ORD0048346",7402,418,20240121,2,55.17,0.00,110.34,0.00,110.34
48347,"ORD0048347",7082,222,20240105,2,762.22,0.05,1524.44,76.22,1448.22
48348,"ORD0048348",5199,505,20250723,4,11.89,0.10,47.56,4.76,42.80
48349,"ORD0048349",4645,159,20240521,10,344.72,0.10,3447.20,344.72,3102.48
48350,"ORD0048350",2136,224,20250108,2,156.61,0.20,313.22,62.64,250.58
48351,"ORD0048351",3754,605,20250531,1,78.39,0.15,78.39,11.76,66.63
48352,"ORD0048352",7618,164,20250320,1,703.10,0.10,703.10,70.31,632.79
48353,"ORD0048353",9555,491,20250110,3,440.73,0.00,1322.19,0.00,1322.19
48354,"ORD0048354",7384,796,20250823,1,63.66,0.05,63.66,3.18,60.48
48355,"ORD0048355",6278,710,20240302,2,210.56,0.00,421.12,0.00,421.12
48356,"ORD0048356",4944,931,20250609,2,136.11,0.10,272.22,27.22,245.00
48357,"ORD0048357",8781,726,20250830,6,133.49,0.00,800.94,0.00,800.94
48358,"ORD0048358",2215,850,20250723,1,57.34,0.00,57.34,0.00,57.34
48359,"ORD0048359",1947,730,20250309,3,479.32,0.00,1437.96,0.00,1437.96
48360,"ORD0048360",3624,269,20240203,1,62.11,0.10,62.11,6.21,55.90
48361,"ORD0048361",3439,270,20230620,2,105.61,0.05,211.22,10.56,200.66
48362,"ORD0048362",385,105,20230501,8,201.91,0.00,1615.28,0.00,1615.28
48363,"ORD0048363",8640,608,20250601,1,87.07,0.10,87.07,8.71,78.36
48364,"ORD0048364",3004,441,20241213,4,43.51,0.15,174.04,26.11,147.93
48365,"ORD0048365",3025,730,20250223,6,479.32,0.00,2875.92,0.00,2875.92
48366,"ORD0048366",1340,258,20240511,3,847.46,0.00,2542.38,0.00,2542.38
48367,"ORD0048367",6303,655,20250329,4,154.41,0.05,617.64,30.88,586.76
48368,"ORD0048368",9977,777,20241001,1,13.14,0.05,13.14,0.66,12.48
48369,"ORD0048369",7318,871,20250803,2,76.58,0.05,153.16,7.66,145.50
48370,"ORD0048370",2250,888,20240823,1,710.84,0.00,710.84,0.00,710.84
48371,"ORD0048371",832,923,20250728,3,161.67,0.00,485.01,0.00,485.01
48372,"ORD0048372",6301,144,20231025,4,83.79,0.00,335.16,0.00,335.16
48373,"ORD0048373",8973,967,20251018,2,943.38,0.00,1886.76,0.00,1886.76
48374,"ORD0048374",3884,978,20250204,4,267.00,0.00,1068.00,0.00,1068.00
48375,"ORD0048375",4857,285,20241117,1,2.92,0.00,2.92,0.00,2.92
48376,"ORD0048376",9060,560,20250815,2,368.59,0.15,737.18,110.58,626.60
48377,"ORD0048377",8103,629,20250303,1,134.53,0.00,134.53,0.00,134.53
48378,"ORD0048378",7174,724,20230407,4,620.87,0.20,2483.48,496.70,1986.78
48379,"ORD0048379",8444,282,20230822,6,810.25,0.10,4861.50,486.15,4375.35
48380,"ORD0048380",8153,866,20251006,3,128.41,0.00,385.23,0.00,385.23
48381,"ORD0048381",9562,400,20240917,1,865.70,0.00,865.70,0.00,865.70
48382,"ORD0048382",9301,200,20230523,1,42.99,0.00,42.99,0.00,42.99
48383,"ORD0048383",4835,921,20231127,4,49.03,0.05,196.12,9.81,186.31
48384,"ORD0048384",7542,252,20241226,1,35.82,0.05,35.82,1.79,34.03
48385,"ORD0048385",8664,20,20250118,1,169.64,0.00,169.64,0.00,169.64
48386,"ORD0048386",1257,861,20230605,1,332.02,0.05,332.02,16.60,315.42
48387,"ORD0048387",4449,563,20250309,2,53.19,0.10,106.38,10.64,95.74
48388,"ORD0048388",121,86,20250211,8,136.45,0.15,1091.60,163.74,927.86
48389,"ORD0048389",9397,697,20250911,1,423.34,0.05,423.34,21.17,402.17
48390,"ORD0048390",6387,481,20240430,10,200.44,0.00,2004.40,0.00,2004.40
48391,"ORD0048391",6411,396,20241106,2,6.44,0.00,12.88,0.00,12.88
48392,"ORD0048392",6043,450,20230530,1,148.28,0.00,148.28,0.00,148.28
48393,"ORD0048393",316,638,20251028,6,133.64,0.05,801.84,40.09,761.75
48394,"ORD0048394",3620,276,20250821,1,372.07,0.15,372.07,55.81,316.26
48395,"ORD0048395",8662,846,20250320,1,49.31,0.05,49.31,2.47,46.84
48396,"ORD0048396",9333,928,20240422,1,867.91,0.10,867.91,86.79,781.12
48397,"ORD0048397",1994,607,20240305,2,43.68,0.00,87.36,0.00,87.36
48398,"ORD0048398",1894,800,20240903,3,71.36,0.05,214.08,10.70,203.38
48399,"ORD0048399",5807,86,20240801,5,136.45,0.10,682.25,68.23,614.02
48400,"ORD0048400",3954,486,20240723,6,111.87,0.00,671.22,0.00,671.22
48401,"ORD0048401",6118,611,20250422,1,507.87,0.00,507.87,0.00,507.87
48402,"ORD0048402",1522,719,20250610,8,9.00,0.05,72.00,3.60,68.40
48403,"ORD0048403",2018,880,20241122,1,81.50,0.00,81.50,0.00,81.50
48404,"ORD0048404",9150,223,20241106,4,76.96,0.15,307.84,46.18,261.66
48405,"ORD0048405",1193,829,20240128,1,48.31,0.10,48.31,4.83,43.48
48406,"ORD0048406",6719,274,20250412,2,10.51,0.10,21.02,2.10,18.92
48407,"ORD0048407",6503,71,20250618,2,1176.51,0.00,2353.02,0.00,2353.02
48408,"ORD0048408",9533,721,20250716,2,308.77,0.10,617.54,61.75,555.79
48409,"ORD0048409",3040,764,20250328,3,28.36,0.15,85.08,12.76,72.32
48410,"ORD0048410",2440,328,20250518,1,47.02,0.10,47.02,4.70,42.32
48411,"ORD0048411",2876,224,20241130,2,156.61,0.05,313.22,15.66,297.56
48412,"ORD0048412",3235,473,20231104,1,273.51,0.00,273.51,0.00,273.51
48413,"ORD0048413",4853,139,20250614,4,123.06,0.00,492.24,0.00,492.24
48414,"ORD0048414",9597,492,20240330,1,123.40,0.10,123.40,12.34,111.06
48415,"ORD0048415",2878,506,20240406,2,92.86,0.00,185.72,0.00,185.72
48416,"ORD0048416",8234,246,20250523,2,146.74,0.00,293.48,0.00,293.48
48417,"ORD0048417",9321,840,20250301,1,204.37,0.00,204.37,0.00,204.37
48418,"ORD0048418",1181,345,20231018,2,377.05,0.00,754.10,0.00,754.10
48419,"ORD0048419",3539,945,20250913,1,103.49,0.10,103.49,10.35,93.14
48420,"ORD0048420",9398,263,20240423,2,31.97,0.20,63.94,12.79,51.15
48421,"ORD0048421",7532,505,20231214,1,11.89,0.00,11.89,0.00,11.89
48422,"ORD0048422",180,842,20250905,2,75.28,0.00,150.56,0.00,150.56
48423,"ORD0048423",4030,847,20241105,6,52.23,0.05,313.38,15.67,297.71
48424,"ORD0048424",2531,370,20250206,2,995.47,0.00,1990.94,0.00,1990.94
48425,"ORD0048425",9864,204,20240708,2,493.84,0.00,987.68,0.00,987.68
48426,"ORD0048426",2065,406,20240731,2,70.13,0.05,140.26,7.01,133.25
48427,"ORD0048427",9190,372,20240811,2,261.02,0.05,522.04,26.10,495.94
48428,"ORD0048428",4519,316,20240717,1,383.31,0.00,383.31,0.00,383.31
48429,"ORD0048429",7959,606,20240122,6,26.80,0.05,160.80,8.04,152.76
48430,"ORD0048430",7559,609,20250817,6,68.56,0.00,411.36,0.00,411.36
48431,"ORD0048431",1341,67,20250223,1,53.39,0.00,53.39,0.00,53.39
48432,"ORD0048432",3014,816,20240926,1,20.24,0.10,20.24,2.02,18.22
48433,"ORD0048433",8126,313,20250314,2,254.81,0.05,509.62,25.48,484.14
48434,"ORD0048434",3029,913,20230621,1,167.70,0.15,167.70,25.16,142.54
48435,"ORD0048435",1440,613,20250428,4,144.98,0.00,579.92,0.00,579.92
48436,"ORD0048436",194,6,20250328,1,251.66,0.00,251.66,0.00,251.66
48437,"ORD0048437",9421,55,20241006,5,148.79,0.05,743.95,37.20,706.75
48438,"ORD0048438",1025,911,20250727,4,59.52,0.00,238.08,0.00,238.08
48439,"ORD0048439",4513,380,20240727,1,54.81,0.05,54.81,2.74,52.07
48440,"ORD0048440",62,394,20240428,1,13.34,0.10,13.34,1.33,12.01
48441,"ORD0048441",2773,273,20250308,2,48.41,0.10,96.82,9.68,87.14
48442,"ORD0048442",3492,20,20250825,5,169.64,0.10,848.20,84.82,763.38
48443,"ORD0048443",8088,152,20241224,1,334.23,0.00,334.23,0.00,334.23
48444,"ORD0048444",3025,503,20250526,1,203.52,0.00,203.52,0.00,203.52
48445,"ORD0048445",9704,705,20240121,2,211.02,0.00,422.04,0.00,422.04
48446,"ORD0048446",1098,947,20240608,3,67.95,0.00,203.85,0.00,203.85
48447,"ORD0048447",7297,379,20251003,8,87.68,0.00,701.44,0.00,701.44
48448,"ORD0048448",7581,715,20250526,2,23.94,0.00,47.88,0.00,47.88
48449,"ORD0048449",6851,459,20240417,3,91.20,0.05,273.60,13.68,259.92
48450,"ORD0048450",9163,845,20240522,2,15.52,0.10,31.04,3.10,27.94
48451,"ORD0048451",1387,295,20251019,5,7.24,0.05,36.20,1.81,34.39
48452,"ORD0048452",9805,796,20250321,1,63.66,0.15,63.66,9.55,54.11
48453,"ORD0048453",3350,553,20230328,2,128.12,0.15,256.24,38.44,217.80
48454,"ORD0048454",7970,676,20250401,3,901.07,0.00,2703.21,0.00,2703.21
48455,"ORD0048455",2541,549,20240816,3,393.64,0.10,1180.92,118.09,1062.83
48456,"ORD0048456",3502,88,20240226,1,102.88,0.10,102.88,10.29,92.59
48457,"ORD0048457",6303,322,20240207,2,58.91,0.00,117.82,0.00,117.82
48458,"ORD0048458",6467,544,20250110,1,77.54,0.00,77.54,0.00,77.54
48459,"ORD0048459",3252,458,20231220,2,30.03,0.00,60.06,0.00,60.06
48460,"ORD0048460",5385,313,20250329,1,254.81,0.15,254.81,38.22,216.59
48461,"ORD0048461",9293,756,20250622,1,236.64,0.15,236.64,35.50,201.14
48462,"ORD0048462",1645,251,20250531,2,166.63,0.00,333.26,0.00,333.26
48463,"ORD0048463",7356,335,20241221,5,686.95,0.00,3434.75,0.00,3434.75
48464,"ORD0048464",6074,410,20250207,4,224.45,0.15,897.80,134.67,763.13
48465,"ORD0048465",205,45,20251012,2,137.70,0.00,275.40,0.00,275.40
48466,"ORD0048466",9779,959,20240919,1,82.70,0.00,82.70,0.00,82.70
48467,"ORD0048467",4085,220,20250313,3,234.43,0.05,703.29,35.16,668.13
48468,"ORD0048468",9832,614,20250822,10,142.01,0.00,1420.10,0.00,1420.10
48469,"ORD0048469",823,756,20250606,2,236.64,0.00,473.28,0.00,473.28
48470,"ORD0048470",7276,615,20231127,5,51.47,0.00,257.35,0.00,257.35
48471,"ORD0048471",3862,494,20250428,2,100.06,0.05,200.12,10.01,190.11
48472,"ORD0048472",3458,431,20240704,3,991.53,0.15,2974.59,446.19,2528.40
48473,"ORD0048473",4910,565,20240529,4,353.86,0.05,1415.44,70.77,1344.67
48474,"ORD0048474",5802,300,20240922,1,108.63,0.05,108.63,5.43,103.20
48475,"ORD0048475",4383,253,20240625,3,143.23,0.05,429.69,21.48,408.21
48476,"ORD0048476",6224,64,20250702,5,165.49,0.15,827.45,124.12,703.33
48477,"ORD0048477",2435,50,20230612,3,179.68,0.00,539.04,0.00,539.04
48478,"ORD0048478",8752,447,20250505,2,18.66,0.00,37.32,0.00,37.32
48479,"ORD0048479",2401,158,20241031,3,240.64,0.00,721.92,0.00,721.92
48480,"ORD0048480",9398,119,20250313,2,69.08,0.00,138.16,0.00,138.16
48481,"ORD0048481",7822,358,20250326,1,1366.79,0.05,1366.79,68.34,1298.45
48482,"ORD0048482",527,132,20250212,1,107.29,0.10,107.29,10.73,96.56
48483,"ORD0048483",5537,509,20231210,1,14.92,0.00,14.92,0.00,14.92
48484,"ORD0048484",8640,741,20231110,1,38.62,0.00,38.62,0.00,38.62
48485,"ORD0048485",9388,331,20240906,1,1046.57,0.00,1046.57,0.00,1046.57
48486,"ORD0048486",518,751,20241202,1,364.89,0.00,364.89,0.00,364.89
48487,"ORD0048487",7687,644,20240127,1,346.89,0.00,346.89,0.00,346.89
48488,"ORD0048488",7819,532,20240724,2,124.99,0.00,249.98,0.00,249.98
48489,"ORD0048489",5821,140,20250117,3,25.71,0.05,77.13,3.86,73.27
48490,"ORD0048490",2938,538,20251212,4,39.75,0.00,159.00,0.00,159.00
48491,"ORD0048491",1333,602,20230409,3,108.79,0.20,326.37,65.27,261.10
48492,"ORD0048492",6512,819,20240107,4,55.43,0.15,221.72,33.26,188.46
48493,"ORD0048493",4497,422,20230807,3,186.80,0.00,560.40,0.00,560.40
48494,"ORD0048494",750,920,20231211,6,283.11,0.05,1698.66,84.93,1613.73
